combination,outcome,model,fold_group,n_train_rows,n_test_rows,test_categories,model_failed,model_reason,roc_auc_ovr_macro,balanced_accuracy,macro_f1,log_loss
M5,q2,random_forest,P-7E974EA92D,2160,20,"2,3,4",False,,0.49892526455026465,0.3333333333333333,0.2745098039215686,0.9361968816321913
M5,q2,random_forest,P-8016036889,2120,60,"1,2,3",False,,0.59367615951524,0.27999999999999997,0.12962962962962962,1.559594724505398
M5,q2,random_forest,P-80904DAF11,2160,20,"2,3,4",False,,0.5958044148833622,0.3055555555555555,0.23655913978494625,0.862428368693247
M5,q2,random_forest,P-826248DDD8,2140,40,"3,4",False,,0.5909090909090909,0.5125391849529781,0.37146448774355756,0.9674292573836635
M5,q2,random_forest,P-8405CEC183,2160,20,3,False,,,0.95,0.48717948717948717,0.6364854919268078
M5,q2,random_forest,P-8EB079D859,2160,20,"3,4",False,,0.47058823529411764,0.5,0.13043478260869565,1.2204293000341557
M5,q2,random_forest,P-8EB2F3E5EB,2140,40,"2,3",False,,0.65625,0.5,0.47368421052631576,0.6460167382142774
M5,q2,random_forest,P-90ADD44D40,2160,20,"1,2,3,4",False,,0.7351529842706314,0.41666666666666663,0.34,2.0921544346551784
M5,q2,random_forest,P-942BF8DF1B,2120,60,"1,3,4",False,,0.4484365041902955,0.3333333333333333,0.1728395061728395,1.24997673790202
M5,q2,random_forest,P-95F33174C1,2120,60,"3,4",False,,0.5472747497219133,0.4838709677419355,0.3333333333333333,1.030127913026129
M5,q2,random_forest,P-9EF7F8A151,2160,20,"3,4",False,,0.2894736842105263,0.5,0.047619047619047616,1.2519612160475662
M5,q2,random_forest,P-AE146C9DF8,2140,40,4,False,,,0.05,0.047619047619047616,1.3287319974005949
M5,q2,random_forest,P-AE42FA6330,2160,20,"2,3,4",False,,0.29099391105970057,0.2857142857142857,0.15384615384615385,1.6337533519625747
M5,q2,random_forest,P-AF79D1DE3B,2160,20,"2,3,4",False,,0.46147371147371147,0.42424242424242425,0.33730158730158727,1.0345814319816258
M5,q2,random_forest,P-B561FC8AA0,2160,20,"3,4",False,,0.5833333333333334,0.5,0.09090909090909091,1.0858415945474973
M5,q2,random_forest,P-B687D84AC3,2160,20,"3,4",False,,0.5059523809523809,0.5238095238095238,0.3939393939393939,0.8470489872752692
M5,q2,random_forest,P-BAAF612E97,2160,20,"2,3",False,,0.6458333333333333,0.5,0.375,1.012161352907762
M5,q2,random_forest,P-BABD47FD2A,2140,40,"2,3,4",False,,0.36976902769921144,0.2857142857142857,0.20689655172413793,1.22304115963079
M5,q2,random_forest,P-BD38D55D80,2120,60,"2,3,4",False,,0.4920838638485698,0.34771241830065364,0.224591329068941,1.2802644137802446
M5,q2,random_forest,P-BD4404A67C,2120,60,"1,2,3,4",False,,0.7160281641138292,0.2619047619047619,0.1875,1.0352149195206444
M5,q2,random_forest,P-C27F41C52B,2120,60,"3,4",False,,0.5141206675224647,0.5141206675224647,0.45165945165945165,0.9057790831473336
M5,q2,random_forest,P-C783B3EE0A,2140,40,4,False,,,0.275,0.21568627450980393,1.215489453358384
M5,q2,random_forest,P-CB0D54D7B6,2160,20,"2,3,4",False,,0.5853818890660996,0.3333333333333333,0.20689655172413793,0.9644339376393054
M5,q2,random_forest,P-CE34173F77,2160,20,"3,4",False,,0.3125,0.5,0.16666666666666666,1.1116925359729692
M5,q2,random_forest,P-D7469723BB,2160,20,"2,3,4",False,,0.6196338383838383,0.3333333333333333,0.23655913978494625,1.4976774534498398
M5,q2,random_forest,P-ECFB6C2EB9,2160,20,"3,4",False,,0.36,0.5,0.3333333333333333,0.9716483536176088
M5,q2,random_forest,P-EDDA35F3C7,2160,20,"1,2,3",False,,0.45131996658312445,0.35714285714285715,0.18333333333333335,1.511917099257449
M5,q2,random_forest,P-EFFF04CC6B,2140,40,"3,4",False,,0.6086309523809523,0.5535714285714286,0.551337359792925,0.7784157945318131
M5,q2,random_forest,P-F3CCAA8842,2120,60,"2,3,4",False,,0.5687513351325296,0.30158730158730157,0.13567251461988303,1.202862072004191
M5,q2,random_forest,P-FE9CDC44BE,2140,40,"2,3",False,,0.7027027027027026,0.35135135135135137,0.2708333333333333,0.8660271183338668
M6,q1,logistic,P-001F33A876,2120,60,"1,2,3",False,,0.7485184020443545,0.37002583979328163,0.35407407407407404,0.7303242201922221
M6,q1,logistic,P-07BDD08C0C,2120,60,"1,2,3",False,,0.5915093527871306,0.3333333333333333,0.28205128205128205,0.8183577915949914
M6,q1,logistic,P-100AE58C58,2160,20,"1,2,3",False,,0.539468954248366,0.3333333333333333,0.25806451612903225,1.255310338156268
M6,q1,logistic,P-11AD0DCE87,2140,40,1,False,,,1.0,1.0,0.321694125878365
M6,q1,logistic,P-12AD0E59EB,2160,20,"1,2",False,,0.39473684210526316,0.42105263157894735,0.4444444444444444,0.6320685841571226
M6,q1,logistic,P-18A2FC7D4E,2120,60,"1,2,3",False,,0.8544691981814209,0.3448275862068966,0.24694132334581773,0.9148125329739553
M6,q1,logistic,P-1A38BC21DA,2120,60,"1,2,3",False,,0.557170892632859,0.3333333333333333,0.26666666666666666,0.9233042566810101
M6,q1,logistic,P-1A815101A0,2140,40,"1,2,3",False,,0.9015216461032992,0.4166666666666667,0.4328502415458937,0.5384325348678989
M6,q1,logistic,P-1CA9C1E745,2140,40,1,False,,,1.0,1.0,0.25565028523561584
M6,q1,logistic,P-244F9886F5,2160,20,"1,2,3",False,,0.48000311235605353,0.3333333333333333,0.15384615384615385,2.162052775479984
M6,q1,logistic,P-247758AEAC,2140,40,"1,2",False,,0.7789968652037618,0.4827586206896552,0.4117647058823529,0.6580092211148449
M6,q1,logistic,P-326C04EAEB,2160,20,"1,2",False,,0.7747252747252746,0.5,0.3939393939393939,0.7169711781786026
M6,q1,logistic,P-390B245CCC,2140,40,"1,2",False,,0.5681818181818181,0.5,0.3548387096774194,1.0800561181809525
M6,q1,logistic,P-39DC795FB0,2120,60,"1,2,4",False,,0.4993011366212243,0.3333333333333333,0.29559748427672955,0.7994210338746445
M6,q1,logistic,P-3D44F7B564,2160,20,1,False,,,0.7,0.4117647058823529,0.6313098010182638
M6,q1,logistic,P-3FD25AB949,2160,20,"1,2,3",False,,0.8319654882154882,0.3333333333333333,0.23655913978494625,0.9107830666754726
M6,q1,logistic,P-42CD4FF02E,2160,20,"1,2,3",False,,0.6590608465608465,0.3055555555555555,0.23655913978494625,1.0177354541333945
M6,q1,logistic,P-484A6A61BE,2120,60,"1,2,3,4",False,,0.6114485358042804,0.25,0.125,1.6219534105655091
M6,q1,logistic,P-48B7FC4062,2160,20,"1,2,3",False,,0.6284531590413943,0.3333333333333333,0.29411764705882354,0.8569742770983544
M6,q1,logistic,P-4CEF5A2144,2140,40,"1,2",False,,0.9009009009009009,0.5,0.4805194805194805,0.3723002378922949
M6,q1,logistic,P-4D14B12359,2120,60,1,False,,,0.9833333333333333,0.4957983193277311,0.3736002250431715
M6,q1,logistic,P-4D43A127BA,2160,20,"1,2",False,,0.484375,0.46875,0.42857142857142855,0.7147245789897788
M6,q1,logistic,P-541A203CCD,2100,80,"1,4",False,,0.5045833333333333,0.5,0.2,2.933614395099025
M6,q1,logistic,P-547A3B4455,2160,20,"2,3",False,,0.453125,0.0,0.0,1.725658216578342
M6,q1,logistic,P-54C61641A8,2140,40,"1,2",False,,0.901098901098901,0.5357142857142857,0.4666666666666667,0.6543563049301366
M6,q1,logistic,P-54FD02BC9C,2140,40,"1,2",False,,0.7619047619047619,0.5,0.4520547945205479,0.5453072953409123
M6,q1,logistic,P-5E54A83C78,2140,40,"1,2,3,4",False,,0.4650179738684248,0.22058823529411764,0.14705882352941177,2.1837138497307342
M6,q1,logistic,P-67DCF8869F,2160,20,"1,2,4",False,,0.6817864923747278,0.5,0.4696969696969697,0.9823130959119875
M6,q1,logistic,P-77327DFF2A,2160,20,"1,2,4",False,,0.7820360467419292,0.3636363636363636,0.21555555555555553,1.3143337107894328
M6,q1,logistic,P-7A6E877C97,2140,40,1,False,,,1.0,1.0,0.2754622522291815
M6,q1,logistic,P-7BC40AF359,2160,20,"1,2,4",False,,0.6812865497076025,0.2777777777777778,0.29411764705882354,0.71663101617731
M6,q1,logistic,P-7E974EA92D,2160,20,"1,2,3",False,,0.4554536594010279,0.375,0.3185185185185185,1.0470257088190156
M6,q1,logistic,P-8016036889,2120,60,"1,2,3,4",False,,0.6671729989093858,0.2571428571428571,0.12573099415204678,1.4116489985598866
M6,q1,logistic,P-80904DAF11,2160,20,"1,2,3",False,,0.7047784391534391,0.4166666666666667,0.4161616161616162,0.8825761838854376
M6,q1,logistic,P-826248DDD8,2140,40,"1,4",False,,0.8461538461538463,0.5,0.4936708860759494,0.3531262459063663
M6,q1,logistic,P-8405CEC183,2160,20,"1,2,3,4",False,,0.3430415527455002,0.2847222222222222,0.23148148148148145,1.5527261722326198
M6,q1,logistic,P-8EB079D859,2160,20,1,False,,,1.0,1.0,0.38525340941293973
M6,q1,logistic,P-8EB2F3E5EB,2140,40,1,False,,,0.975,0.4936708860759494,0.43905110259404195
M6,q1,logistic,P-90ADD44D40,2160,20,"1,2,3,4",False,,0.5631497791424263,0.25,0.11538461538461539,2.2386699188462504
M6,q1,logistic,P-942BF8DF1B,2120,60,"1,2,3,4",False,,0.5911921905402567,0.24933510638297873,0.23859543817527012,0.8197940954843173
M6,q1,logistic,P-95F33174C1,2120,60,1,False,,,1.0,1.0,0.4097192424657744
M6,q1,logistic,P-9EF7F8A151,2160,20,"1,2,3,4",False,,0.6794112320428111,0.2727272727272727,0.17628205128205127,1.0787591267817316
M6,q1,logistic,P-AE146C9DF8,2140,40,"1,2,3",False,,0.6241436514874015,0.38095238095238093,0.3838028169014085,0.6151043919925543
M6,q1,logistic,P-AE42FA6330,2160,20,"1,2,3,4",False,,0.6982870071105365,0.25,0.12962962962962962,1.6465752721875677
M6,q1,logistic,P-AF79D1DE3B,2160,20,"1,2,3,4",False,,0.7168483597585765,0.25,0.10416666666666667,1.9375587533861196
M6,q1,logistic,P-B561FC8AA0,2160,20,"1,2",False,,0.9803921568627452,0.5,0.4594594594594595,0.41601852514577214
M6,q1,logistic,P-B687D84AC3,2160,20,1,False,,,1.0,1.0,0.2881525372165489
M6,q1,logistic,P-BAAF612E97,2160,20,"1,2,3",False,,0.7661782661782662,0.3888888888888889,0.36607142857142855,0.8009914425376197
M6,q1,logistic,P-BABD47FD2A,2140,40,"1,2",False,,0.8971428571428572,0.6,0.6396396396396397,0.41446154776866395
M6,q1,logistic,P-BD38D55D80,2120,60,1,False,,,0.95,0.48717948717948717,0.40067157571378176
M6,q1,logistic,P-BD4404A67C,2120,60,"1,2,3,4",False,,0.49592748422139377,0.2833333333333333,0.24236874236874237,1.2262260678788228
M6,q1,logistic,P-C27F41C52B,2120,60,"1,2,4",False,,0.7079656488410228,0.3466666666666667,0.2693686242073339,0.9504297294157319
M6,q1,logistic,P-C783B3EE0A,2140,40,"1,3",False,,0.868421052631579,0.5,0.48717948717948717,0.4577073903062564
M6,q1,logistic,P-CB0D54D7B6,2160,20,"1,2,3,4",False,,0.7901971394618454,0.25,0.16666666666666666,1.273574998554793
M6,q1,logistic,P-CE34173F77,2160,20,"1,2,3",False,,0.8076923076923078,0.3076923076923077,0.25806451612903225,0.8788408499803341
M6,q1,logistic,P-D7469723BB,2160,20,"1,2,4",False,,0.7751470588235293,0.3333333333333333,0.25,1.0952877119603073
M6,q1,logistic,P-ECFB6C2EB9,2160,20,"1,2",False,,1.0,1.0,1.0,0.5160673505913997
M6,q1,logistic,P-EDDA35F3C7,2160,20,"1,2,3,4",False,,0.5652457479203803,0.25,0.045454545454545456,2.7959237467082607
M6,q1,logistic,P-EFFF04CC6B,2140,40,"1,2",False,,0.45703125,0.4895833333333333,0.41328731665228646,0.9215978604042571
M6,q1,logistic,P-F3CCAA8842,2120,60,1,False,,,0.9666666666666667,0.3276836158192091,0.46811158329190045
M6,q1,logistic,P-FE9CDC44BE,2140,40,"1,2,3",False,,0.48564066142191137,0.34375,0.12165129556433905,1.3661933125902261
M6,q1,random_forest,P-001F33A876,2120,60,"1,2,3",False,,0.7231481335888775,0.35555555555555557,0.3227124183006536,0.7297729461484322
M6,q1,random_forest,P-07BDD08C0C,2120,60,"1,2,3",False,,0.5374512252151141,0.3181818181818182,0.2745098039215686,0.9455075586378886
M6,q1,random_forest,P-100AE58C58,2160,20,"1,2,3",False,,0.5641911764705881,0.3333333333333333,0.25806451612903225,1.2249254706249448
M6,q1,random_forest,P-11AD0DCE87,2140,40,1,False,,,1.0,1.0,0.35464492369317335
M6,q1,random_forest,P-12AD0E59EB,2160,20,"1,2",False,,0.4473684210526316,0.3157894736842105,0.375,0.6683159055058603
M6,q1,random_forest,P-18A2FC7D4E,2120,60,"1,2,3",False,,0.7826897920336958,0.3448275862068966,0.24694132334581773,0.9169566237066497
M6,q1,random_forest,P-1A38BC21DA,2120,60,"1,2,3",False,,0.5373157614739082,0.3333333333333333,0.26666666666666666,0.9790365482478723
M6,q1,random_forest,P-1A815101A0,2140,40,"1,2,3",False,,0.8132783062218546,0.3333333333333333,0.29107981220657275,0.6005898816690269
M6,q1,random_forest,P-1CA9C1E745,2140,40,1,False,,,1.0,1.0,0.16472303749052958
M6,q1,random_forest,P-244F9886F5,2160,20,"1,2,3",False,,0.5117491441020853,0.3333333333333333,0.15384615384615385,2.21817816883843
M6,q1,random_forest,P-247758AEAC,2140,40,"1,2",False,,0.5454545454545454,0.5109717868338558,0.48051948051948057,0.7919328338357718
M6,q1,random_forest,P-326C04EAEB,2160,20,"1,2",False,,0.6868131868131868,0.4945054945054945,0.4666666666666667,0.6790914911858611
M6,q1,random_forest,P-390B245CCC,2140,40,"1,2",False,,0.6237373737373737,0.5,0.3548387096774194,0.9499877667639065
M6,q1,random_forest,P-39DC795FB0,2120,60,"1,2,4",False,,0.6613784417810283,0.3333333333333333,0.29283489096573206,0.730344414464024
M6,q1,random_forest,P-3D44F7B564,2160,20,1,False,,,0.95,0.48717948717948717,0.589130628698032
M6,q1,random_forest,P-3FD25AB949,2160,20,"1,2,3",False,,0.8691354332801703,0.3333333333333333,0.23655913978494625,0.9038598482461
M6,q1,random_forest,P-42CD4FF02E,2160,20,"1,2,3",False,,0.5834986772486772,0.25,0.20689655172413793,1.0062239210764405
M6,q1,random_forest,P-484A6A61BE,2120,60,"1,2,3,4",False,,0.6572421738628413,0.25,0.12658227848101267,1.636594400193605
M6,q1,random_forest,P-48B7FC4062,2160,20,"1,2,3",False,,0.7083224400871461,0.3333333333333333,0.2857142857142857,0.7967574431373132
M6,q1,random_forest,P-4CEF5A2144,2140,40,"1,2",False,,0.6216216216216217,0.4864864864864865,0.47368421052631576,0.5082342746372273
M6,q1,random_forest,P-4D14B12359,2120,60,1,False,,,0.9833333333333333,0.4957983193277311,0.42401667017796874
M6,q1,random_forest,P-4D43A127BA,2160,20,"1,2",False,,0.375,0.46875,0.42857142857142855,0.786541082932571
M6,q1,random_forest,P-541A203CCD,2100,80,"1,4",False,,0.5720833333333334,0.475,0.12794612794612795,2.456545484904399
M6,q1,random_forest,P-547A3B4455,2160,20,"2,3",False,,0.65625,0.0,0.0,1.7548800449885675
M6,q1,random_forest,P-54C61641A8,2140,40,"1,2",False,,0.9065934065934065,0.5879120879120879,0.5698924731182795,0.6248302171851245
M6,q1,random_forest,P-54FD02BC9C,2140,40,"1,2",False,,0.6861471861471862,0.6536796536796536,0.6536796536796536,0.6239621311719237
M6,q1,random_forest,P-5E54A83C78,2140,40,"1,2,3,4",False,,0.5156536160708997,0.22058823529411764,0.1388888888888889,1.5542562647501668
M6,q1,random_forest,P-67DCF8869F,2160,20,"1,2,4",False,,0.709193899782135,0.5,0.5163398692810457,0.8178332092198397
M6,q1,random_forest,P-77327DFF2A,2160,20,"1,2,4",False,,0.7149577002518179,0.3080808080808081,0.19620958751393536,1.384904739198586
M6,q1,random_forest,P-7A6E877C97,2140,40,1,False,,,1.0,1.0,0.2627611109812908
M6,q1,random_forest,P-7BC40AF359,2160,20,"1,2,4",False,,0.8927875243664717,0.6296296296296297,0.47142857142857136,0.7019502668035817
M6,q1,random_forest,P-7E974EA92D,2160,20,"1,2,3",False,,0.3675516126174021,0.30303030303030304,0.2222222222222222,1.0665032995596868
M6,q1,random_forest,P-8016036889,2120,60,"1,2,3,4",False,,0.7461090321720776,0.2714285714285714,0.15630367571281345,1.4496879188771836
M6,q1,random_forest,P-80904DAF11,2160,20,"1,2,3",False,,0.6727843915343916,0.30952380952380953,0.2626262626262626,0.9165460014895672
M6,q1,random_forest,P-826248DDD8,2140,40,"1,4",False,,0.7948717948717949,0.5,0.4936708860759494,0.4091799824851076
M6,q1,random_forest,P-8405CEC183,2160,20,"1,2,3,4",False,,0.399378832972583,0.25,0.15517241379310345,1.5696540054637604
M6,q1,random_forest,P-8EB079D859,2160,20,1,False,,,1.0,1.0,0.35783570232703604
M6,q1,random_forest,P-8EB2F3E5EB,2140,40,1,False,,,0.975,0.4936708860759494,0.37313728294198134
M6,q1,random_forest,P-90ADD44D40,2160,20,"1,2,3,4",False,,0.6391907724628313,0.25,0.11538461538461539,2.1466909057780366
M6,q1,random_forest,P-942BF8DF1B,2120,60,"1,2,3,4",False,,0.6155114578668717,0.22340425531914893,0.20588235294117646,0.7904603382397855
M6,q1,random_forest,P-95F33174C1,2120,60,1,False,,,1.0,1.0,0.3254320427585879
M6,q1,random_forest,P-9EF7F8A151,2160,20,"1,2,3,4",False,,0.6279320095109568,0.25,0.12962962962962962,1.1786189128758364
M6,q1,random_forest,P-AE146C9DF8,2140,40,"1,2,3",False,,0.6925700167887667,0.3333333333333333,0.2962962962962963,0.5983840525799575
M6,q1,random_forest,P-AE42FA6330,2160,20,"1,2,3,4",False,,0.7055591467356174,0.25,0.14,1.7375224766274933
M6,q1,random_forest,P-AF79D1DE3B,2160,20,"1,2,3,4",False,,0.7244922913343966,0.25,0.1,1.7551512742721886
M6,q1,random_forest,P-B561FC8AA0,2160,20,"1,2",False,,0.8921568627450981,0.5,0.4594594594594595,0.3799354128681845
M6,q1,random_forest,P-B687D84AC3,2160,20,1,False,,,1.0,1.0,0.15157502846336984
M6,q1,random_forest,P-BAAF612E97,2160,20,"1,2,3",False,,0.6886607544502281,0.3162393162393162,0.30857142857142855,0.8197494300109316
M6,q1,random_forest,P-BABD47FD2A,2140,40,"1,2",False,,0.8514285714285714,0.5,0.4666666666666667,0.42297225660307924
M6,q1,random_forest,P-BD38D55D80,2120,60,1,False,,,0.9833333333333333,0.4957983193277311,0.34297275221354884
M6,q1,random_forest,P-BD4404A67C,2120,60,"1,2,3,4",False,,0.4325755223473037,0.2833333333333333,0.2415204678362573,1.296118726733009
M6,q1,random_forest,P-C27F41C52B,2120,60,"1,2,4",False,,0.6796901310719855,0.3333333333333333,0.24113475177304966,0.8832765753171192
M6,q1,random_forest,P-C783B3EE0A,2140,40,"1,3",False,,0.743421052631579,0.5,0.48717948717948717,0.4706129274198716
M6,q1,random_forest,P-CB0D54D7B6,2160,20,"1,2,3,4",False,,0.7397292250233426,0.25,0.15517241379310345,1.393552035254381
M6,q1,random_forest,P-CE34173F77,2160,20,"1,2,3",False,,0.7350748666538139,0.3376068376068376,0.3185185185185185,0.8168764919781957
M6,q1,random_forest,P-D7469723BB,2160,20,"1,2,4",False,,0.7924673202614377,0.3333333333333333,0.25,1.0758411272181974
M6,q1,random_forest,P-ECFB6C2EB9,2160,20,"1,2",False,,1.0,1.0,1.0,0.5048367796571654
M6,q1,random_forest,P-EDDA35F3C7,2160,20,"1,2,3,4",False,,0.6080729166666667,0.25,0.05,2.543327428493589
M6,q1,random_forest,P-EFFF04CC6B,2140,40,"1,2",False,,0.55859375,0.4791666666666667,0.36507936507936506,0.8883819985897455
M6,q1,random_forest,P-F3CCAA8842,2120,60,1,False,,,1.0,1.0,0.3043549166715151
M6,q1,random_forest,P-FE9CDC44BE,2140,40,"1,2,3",False,,0.5218305999556,0.4270833333333333,0.2691484809584938,1.131852237458363
M6,q2,logistic,P-001F33A876,2120,60,"2,3,4",False,,0.3706860970040997,0.3243364822312191,0.17415489944373128,1.1004000643372271
M6,q2,logistic,P-07BDD08C0C,2120,60,"2,3,4",False,,0.5178424185463659,0.29437229437229434,0.2661361626878868,1.0639917784532362
M6,q2,logistic,P-100AE58C58,2160,20,4,False,,,0.25,0.2,0.9809182491937596
M6,q2,logistic,P-11AD0DCE87,2140,40,"2,3",False,,0.6666666666666667,0.46153846153846156,0.3157894736842105,0.7152364848247851
M6,q2,logistic,P-12AD0E59EB,2160,20,4,False,,,0.25,0.2,1.054722584972779
M6,q2,logistic,P-18A2FC7D4E,2120,60,"2,3",False,,0.66875,0.3375,0.15833666533386645,1.4664184829166638
M6,q2,logistic,P-1A38BC21DA,2120,60,"3,4",False,,0.3090909090909091,0.2727272727272727,0.3333333333333333,0.87240035546287
M6,q2,logistic,P-1A815101A0,2140,40,"3,4",False,,0.6362007168458781,0.4444444444444444,0.16666666666666666,0.9294919887307552
M6,q2,logistic,P-1CA9C1E745,2140,40,"2,3,4",False,,0.6078869047619048,0.3333333333333333,0.3068100358422939,0.9222339361385771
M6,q2,logistic,P-244F9886F5,2160,20,"3,4",False,,0.515625,0.5625,0.29292929292929293,1.0125154462811805
M6,q2,logistic,P-247758AEAC,2140,40,"2,3",False,,0.5142857142857142,0.4857142857142857,0.30630630630630634,0.8477418448313798
M6,q2,logistic,P-326C04EAEB,2160,20,"2,3,4",False,,0.72243265993266,0.3636363636363636,0.2530864197530864,0.8938435308280406
M6,q2,logistic,P-390B245CCC,2140,40,"2,3,4",False,,0.6402184143744942,0.5068580542264752,0.499328165374677,1.0761896872315229
M6,q2,logistic,P-39DC795FB0,2120,60,"1,2,3,4",False,,0.6411621992704415,0.2817182817182817,0.19999621899576528,1.3393294152689528
M6,q2,logistic,P-3D44F7B564,2160,20,"2,3,4",False,,0.3854166666666667,0.3055555555555555,0.23809523809523805,1.2063513420713152
M6,q2,logistic,P-3FD25AB949,2160,20,"2,3,4",False,,0.5082458355484671,0.3636363636363636,0.2530864197530864,0.94171941214963
M6,q2,logistic,P-42CD4FF02E,2160,20,"2,3,4",False,,0.513020683020683,0.35185185185185186,0.28,1.1197182729702253
M6,q2,logistic,P-484A6A61BE,2120,60,"1,2,3,4",False,,0.5391254199303736,0.3373015873015873,0.2357142857142857,1.6485984310195498
M6,q2,logistic,P-48B7FC4062,2160,20,"2,3,4",False,,0.6429908103592314,0.3333333333333333,0.1388888888888889,1.0302300960381068
M6,q2,logistic,P-4CEF5A2144,2140,40,"2,3,4",False,,0.5134676434676434,0.34190476190476193,0.2881896944824442,0.9717222320351414
M6,q2,logistic,P-4D14B12359,2120,60,"2,3,4",False,,0.533097290640394,0.4523809523809524,0.2051282051282051,0.9454960748467985
M6,q2,logistic,P-4D43A127BA,2160,20,"2,3,4",False,,0.7376915894562953,0.34761904761904766,0.28835978835978837,0.975434110696167
M6,q2,logistic,P-541A203CCD,2100,80,4,False,,,0.1875,0.15789473684210525,0.8867960960921636
M6,q2,logistic,P-547A3B4455,2160,20,3,False,,,0.75,0.42857142857142855,0.7910356236658145
M6,q2,logistic,P-54C61641A8,2140,40,"2,3,4",False,,0.4857423862687021,0.3737373737373737,0.15337288508020216,1.0567944065529429
M6,q2,logistic,P-54FD02BC9C,2140,40,"2,3,4",False,,0.8573737373737375,0.48888888888888893,0.3862068965517242,0.8204899020286499
M6,q2,logistic,P-5E54A83C78,2140,40,"1,2,3,4",False,,0.8588930896689516,0.4155844155844156,0.3405797101449275,1.217076999913726
M6,q2,logistic,P-67DCF8869F,2160,20,"2,3",False,,0.7083333333333333,0.25,0.14814814814814814,3.1305572184106785
M6,q2,logistic,P-77327DFF2A,2160,20,"1,2,3,4",False,,0.6364958369481396,0.28125,0.18823529411764706,1.5507511851239133
M6,q2,logistic,P-7A6E877C97,2140,40,"2,3,4",False,,0.7224103942652329,0.5053763440860215,0.3202511773940345,0.9571818431126419
M6,q2,logistic,P-7BC40AF359,2160,20,"1,2,3",False,,0.5277777777777778,0.2777777777777778,0.13333333333333333,2.120690170742672
M6,q2,logistic,P-7E974EA92D,2160,20,"2,3,4",False,,0.25851521164021163,0.3333333333333333,0.2745098039215686,0.9583455945347357
M6,q2,logistic,P-8016036889,2120,60,"1,2,3",False,,0.5645384330441802,0.25333333333333335,0.125,1.5633176353916924
M6,q2,logistic,P-80904DAF11,2160,20,"2,3,4",False,,0.7950183953473428,0.5555555555555555,0.5132275132275131,0.8277552907174407
M6,q2,logistic,P-826248DDD8,2140,40,"3,4",False,,0.5721003134796239,0.5188087774294671,0.42464040025015637,0.8331176714222307
M6,q2,logistic,P-8405CEC183,2160,20,3,False,,,0.7,0.4117647058823529,0.7990989716810807
M6,q2,logistic,P-8EB079D859,2160,20,"3,4",False,,0.7549019607843137,0.5882352941176471,0.3,0.9854325855449586
M6,q2,logistic,P-8EB2F3E5EB,2140,40,"2,3",False,,0.75,0.4444444444444444,0.2962962962962963,0.8083381310384947
M6,q2,logistic,P-90ADD44D40,2160,20,"1,2,3,4",False,,0.7059965524671407,0.25,0.14,1.8972225714016546
M6,q2,logistic,P-942BF8DF1B,2120,60,"1,3,4",False,,0.6195908033552994,0.3483709273182957,0.26518804243008676,1.0334538229949344
M6,q2,logistic,P-95F33174C1,2120,60,"3,4",False,,0.5100111234705228,0.5561735261401557,0.5125,0.8366121111356363
M6,q2,logistic,P-9EF7F8A151,2160,20,"3,4",False,,0.02631578947368421,0.02631578947368421,0.047619047619047616,1.0757121920743828
M6,q2,logistic,P-AE146C9DF8,2140,40,4,False,,,0.025,0.024390243902439025,1.144558600730149
M6,q2,logistic,P-AE42FA6330,2160,20,"2,3,4",False,,0.44793474069789857,0.3333333333333333,0.03333333333333333,1.8663356207483512
M6,q2,logistic,P-AF79D1DE3B,2160,20,"2,3,4",False,,0.3677618677618677,0.22077922077922077,0.16865079365079363,1.084493766909526
M6,q2,logistic,P-B561FC8AA0,2160,20,"3,4",False,,0.75,0.7222222222222222,0.45054945054945056,0.8708410094347615
M6,q2,logistic,P-B687D84AC3,2160,20,"3,4",False,,0.4702380952380953,0.5,0.23076923076923078,0.8813629576431129
M6,q2,logistic,P-BAAF612E97,2160,20,"2,3",False,,0.6666666666666666,0.4166666666666667,0.2222222222222222,1.2676339698285524
M6,q2,logistic,P-BABD47FD2A,2140,40,"2,3,4",False,,0.5403674784204503,0.36309523809523814,0.30718954248366015,1.1613807336016373
M6,q2,logistic,P-BD38D55D80,2120,60,"2,3,4",False,,0.583384719855308,0.27385620915032677,0.15662362505978,1.076139439961708
M6,q2,logistic,P-BD4404A67C,2120,60,"1,2,3,4",False,,0.7074845387097175,0.3160919540229885,0.2837893017558187,1.0602007372340172
M6,q2,logistic,P-C27F41C52B,2120,60,"3,4",False,,0.4961489088575096,0.5141206675224647,0.45165945165945165,0.8304972352664293
M6,q2,logistic,P-C783B3EE0A,2140,40,4,False,,,0.05,0.047619047619047616,1.0795313071344599
M6,q2,logistic,P-CB0D54D7B6,2160,20,"2,3,4",False,,0.7361899698741804,0.38518518518518513,0.3859649122807018,0.8959716107788027
M6,q2,logistic,P-CE34173F77,2160,20,"3,4",False,,0.6796875,0.625,0.52,0.8457383707536679
M6,q2,logistic,P-D7469723BB,2160,20,"2,3,4",False,,0.8247607655502392,0.6363636363636364,0.4047619047619048,1.237515091200435
M6,q2,logistic,P-ECFB6C2EB9,2160,20,"3,4",False,,0.425,0.39999999999999997,0.34065934065934067,0.9555740480697799
M6,q2,logistic,P-EDDA35F3C7,2160,20,"1,2,3",False,,0.6250710108604846,0.19999999999999998,0.06818181818181818,1.884533656913724
