combination,outcome,model,fold_group,n_train_rows,n_test_rows,test_categories,model_failed,model_reason,roc_auc_ovr_macro,balanced_accuracy,macro_f1,log_loss
M2,q1,logistic,P-5E54A83C78,2140,40,"1,2,3,4",False,,0.460770427858865,0.23529411764705882,0.14285714285714285,2.1493157069585695
M2,q1,logistic,P-67DCF8869F,2160,20,"1,2,4",False,,0.6526579520697168,0.3333333333333333,0.29411764705882354,0.8217709764742805
M2,q1,logistic,P-77327DFF2A,2160,20,"1,2,4",False,,0.6882692470927765,0.3333333333333333,0.15384615384615385,1.3512619505944945
M2,q1,logistic,P-7A6E877C97,2140,40,1,False,,,1.0,1.0,0.314269844466613
M2,q1,logistic,P-7BC40AF359,2160,20,"1,2,4",False,,0.5925925925925927,0.25925925925925924,0.2828282828282828,0.7712543332062716
M2,q1,logistic,P-7E974EA92D,2160,20,"1,2,3",False,,0.5595095693779905,0.3333333333333333,0.23655913978494625,1.0422231121854433
M2,q1,logistic,P-8016036889,2120,60,"1,2,3,4",False,,0.5801005787268425,0.25,0.11038961038961038,1.424323230162248
M2,q1,logistic,P-80904DAF11,2160,20,"1,2,3",False,,0.6940310846560847,0.3333333333333333,0.2745098039215686,0.8263593189843531
M2,q1,logistic,P-826248DDD8,2140,40,"1,4",False,,0.9487179487179487,0.5,0.4936708860759494,0.3663753498732284
M2,q1,logistic,P-8405CEC183,2160,20,"1,2,3,4",False,,0.3846649056353003,0.25,0.15517241379310345,1.533808818075649
M2,q1,logistic,P-8EB079D859,2160,20,1,False,,,1.0,1.0,0.3789696331907599
M2,q1,logistic,P-8EB2F3E5EB,2140,40,1,False,,,1.0,1.0,0.3477805632605372
M2,q1,logistic,P-90ADD44D40,2160,20,"1,2,3,4",False,,0.5626683365653954,0.20833333333333334,0.10416666666666667,2.375784374908284
M2,q1,logistic,P-942BF8DF1B,2120,60,"1,2,3,4",False,,0.5676711608802305,0.24335106382978725,0.2288888888888889,0.8680781318337601
M2,q1,logistic,P-95F33174C1,2120,60,1,False,,,1.0,1.0,0.3508711141280734
M2,q1,logistic,P-9EF7F8A151,2160,20,"1,2,3,4",False,,0.6341334104492,0.2727272727272727,0.17628205128205127,1.0693331550108425
M2,q1,logistic,P-AE146C9DF8,2140,40,"1,2,3",False,,0.4646074411699412,0.3333333333333333,0.2962962962962963,0.6135391430286595
M2,q1,logistic,P-AE42FA6330,2160,20,"1,2,3,4",False,,0.7328162034044386,0.25,0.1346153846153846,1.6437923823912164
M2,q1,logistic,P-AF79D1DE3B,2160,20,"1,2,3,4",False,,0.705178722206586,0.2,0.08695652173913043,1.8827094217827451
M2,q1,logistic,P-B561FC8AA0,2160,20,"1,2",False,,0.9019607843137255,0.5,0.4594594594594595,0.4451445948913119
M2,q1,logistic,P-B687D84AC3,2160,20,1,False,,,1.0,1.0,0.2874510430200327
M2,q1,logistic,P-BAAF612E97,2160,20,"1,2,3",False,,0.8003663003663003,0.3333333333333333,0.2626262626262626,0.809163526319211
M2,q1,logistic,P-BABD47FD2A,2140,40,"1,2",False,,0.8485714285714285,0.6,0.6396396396396397,0.4239549813614906
M2,q1,logistic,P-BD38D55D80,2120,60,1,False,,,0.9833333333333333,0.4957983193277311,0.41617939227149986
M2,q1,logistic,P-BD4404A67C,2120,60,"1,2,3,4",False,,0.4866999528403524,0.25,0.18085106382978725,1.2185330330738346
M2,q1,logistic,P-C27F41C52B,2120,60,"1,2,4",False,,0.6899860491784718,0.3333333333333333,0.24113475177304966,0.971701437837311
M2,q1,logistic,P-C783B3EE0A,2140,40,"1,3",False,,0.9276315789473684,0.5,0.48717948717948717,0.48470956517139563
M2,q1,logistic,P-CB0D54D7B6,2160,20,"1,2,3,4",False,,0.7900167642814702,0.25,0.16666666666666666,1.2562071402463932
M2,q1,logistic,P-CE34173F77,2160,20,"1,2,3",False,,0.746947496947497,0.3333333333333333,0.2626262626262626,0.8317878917622975
M2,q1,logistic,P-D7469723BB,2160,20,"1,2,4",False,,0.7406781045751635,0.3333333333333333,0.25,1.0784089819309304
M2,q1,logistic,P-ECFB6C2EB9,2160,20,"1,2",False,,1.0,0.9736842105263157,0.8198198198198199,0.5575338785605328
M2,q1,logistic,P-EDDA35F3C7,2160,20,"1,2,3,4",False,,0.5504888034759359,0.25,0.045454545454545456,2.699217687914254
M2,q1,logistic,P-EFFF04CC6B,2140,40,"1,2",False,,0.48567708333333326,0.53125,0.43977591036414565,0.9173129277005276
M2,q1,logistic,P-F3CCAA8842,2120,60,1,False,,,0.9,0.3157894736842105,0.5595118348361952
M2,q1,logistic,P-FE9CDC44BE,2140,40,"1,2,3",False,,0.46859780844155846,0.3333333333333333,0.09929078014184396,1.3541090681548638
M2,q1,random_forest,P-001F33A876,2120,60,"1,2,3",False,,0.6766788556879284,0.37674418604651166,0.3701521845851743,0.7560538546284206
M2,q1,random_forest,P-07BDD08C0C,2120,60,"1,2,3",False,,0.6044732510288066,0.3333333333333333,0.28205128205128205,0.8819368766072679
M2,q1,random_forest,P-100AE58C58,2160,20,"1,2,3",False,,0.5063480392156863,0.3333333333333333,0.25,1.2945399262981203
M2,q1,random_forest,P-11AD0DCE87,2140,40,1,False,,,1.0,1.0,0.32545881720010433
M2,q1,random_forest,P-12AD0E59EB,2160,20,"1,2",False,,0.3157894736842105,0.4473684210526316,0.4594594594594595,0.6806073896555596
M2,q1,random_forest,P-18A2FC7D4E,2120,60,"1,2,3",False,,0.6601207172369103,0.3333333333333333,0.2222222222222222,0.9842208427953918
M2,q1,random_forest,P-1A38BC21DA,2120,60,"1,2,3",False,,0.5222898450145732,0.3333333333333333,0.26666666666666666,0.9442591256329631
M2,q1,random_forest,P-1A815101A0,2140,40,"1,2,3",False,,0.9172062396608767,0.3225806451612903,0.2857142857142857,0.5650376448446132
M2,q1,random_forest,P-1CA9C1E745,2140,40,1,False,,,1.0,1.0,0.21224595377948016
M2,q1,random_forest,P-244F9886F5,2160,20,"1,2,3",False,,0.5370794782559488,0.3333333333333333,0.15384615384615385,2.2238637919376947
M2,q1,random_forest,P-247758AEAC,2140,40,"1,2",False,,0.6551724137931034,0.4827586206896552,0.4117647058823529,0.7056607666343793
M2,q1,random_forest,P-326C04EAEB,2160,20,"1,2",False,,0.7967032967032968,0.5,0.3939393939393939,0.6671019387980358
M2,q1,random_forest,P-390B245CCC,2140,40,"1,2",False,,0.5555555555555556,0.5,0.3548387096774194,1.0991315380853313
M2,q1,random_forest,P-39DC795FB0,2120,60,"1,2,4",False,,0.43314525907350276,0.326241134751773,0.2893081761006289,0.8711289583894467
M2,q1,random_forest,P-3D44F7B564,2160,20,1,False,,,0.85,0.4594594594594595,0.6106304695519199
M2,q1,random_forest,P-3FD25AB949,2160,20,"1,2,3",False,,0.9519149831649831,0.375,0.3185185185185185,0.7986404364537142
M2,q1,random_forest,P-42CD4FF02E,2160,20,"1,2,3",False,,0.552744708994709,0.3055555555555555,0.18333333333333332,1.1567300783605163
M2,q1,random_forest,P-484A6A61BE,2120,60,"1,2,3,4",False,,0.6518196554224315,0.2638888888888889,0.1532051282051282,1.6718618642388845
M2,q1,random_forest,P-48B7FC4062,2160,20,"1,2,3",False,,0.6537908496732027,0.3333333333333333,0.2857142857142857,0.8630601232623183
M2,q1,random_forest,P-4CEF5A2144,2140,40,"1,2",False,,0.9234234234234234,0.5,0.4805194805194805,0.42205026128444717
M2,q1,random_forest,P-4D14B12359,2120,60,1,False,,,0.9,0.47368421052631576,0.49609067708846155
M2,q1,random_forest,P-4D43A127BA,2160,20,"1,2",False,,0.3046875,0.5,0.4444444444444444,0.7533186257703469
M2,q1,random_forest,P-541A203CCD,2100,80,"1,4",False,,0.59,0.45,0.125,2.547650287264922
M2,q1,random_forest,P-547A3B4455,2160,20,"2,3",False,,0.40625,0.0,0.0,1.8448315963952644
M2,q1,random_forest,P-54C61641A8,2140,40,"1,2",False,,0.9217032967032966,0.7307692307692308,0.7492163009404389,0.5590587356613821
M2,q1,random_forest,P-54FD02BC9C,2140,40,"1,2",False,,0.6839826839826839,0.6277056277056277,0.6571428571428571,0.6015311324956933
M2,q1,random_forest,P-5E54A83C78,2140,40,"1,2,3,4",False,,0.5519732196270088,0.23529411764705882,0.14285714285714285,1.8845727139656674
M2,q1,random_forest,P-67DCF8869F,2160,20,"1,2,4",False,,0.8066013071895425,0.5,0.4696969696969697,0.7922056155600212
M2,q1,random_forest,P-77327DFF2A,2160,20,"1,2,4",False,,0.7345867639985286,0.42424242424242425,0.3167701863354037,1.4143524629719237
M2,q1,random_forest,P-7A6E877C97,2140,40,1,False,,,1.0,1.0,0.265204561660728
M2,q1,random_forest,P-7BC40AF359,2160,20,"1,2,4",False,,0.5462962962962963,0.25925925925925924,0.2745098039215686,0.7709962061045597
M2,q1,random_forest,P-7E974EA92D,2160,20,"1,2,3",False,,0.44425062023746237,0.3333333333333333,0.23655913978494625,1.0481409263201766
M2,q1,random_forest,P-8016036889,2120,60,"1,2,3,4",False,,0.6730250661136473,0.2571428571428571,0.13055555555555556,1.517904451209629
M2,q1,random_forest,P-80904DAF11,2160,20,"1,2,3",False,,0.5659722222222222,0.30952380952380953,0.2626262626262626,0.9017746079471607
M2,q1,random_forest,P-826248DDD8,2140,40,"1,4",False,,0.8846153846153846,0.48717948717948717,0.3247863247863248,0.35986958180435935
M2,q1,random_forest,P-8405CEC183,2160,20,"1,2,3,4",False,,0.36284514553429026,0.19444444444444445,0.14,1.5855513014019265
M2,q1,random_forest,P-8EB079D859,2160,20,1,False,,,1.0,1.0,0.3798896326132105
M2,q1,random_forest,P-8EB2F3E5EB,2140,40,1,False,,,0.975,0.4936708860759494,0.37033798634944576
M2,q1,random_forest,P-90ADD44D40,2160,20,"1,2,3,4",False,,0.7126065570458953,0.25,0.11538461538461539,2.3142196151609276
M2,q1,random_forest,P-942BF8DF1B,2120,60,"1,2,3,4",False,,0.6510902323424862,0.31117021276595747,0.273552290406223,0.8739354920203993
M2,q1,random_forest,P-95F33174C1,2120,60,1,False,,,0.9833333333333333,0.4957983193277311,0.3150455202002135
M2,q1,random_forest,P-9EF7F8A151,2160,20,"1,2,3,4",False,,0.4437623779729043,0.2727272727272727,0.17628205128205127,1.1668976606216654
M2,q1,random_forest,P-AE146C9DF8,2140,40,"1,2,3",False,,0.524376665001665,0.3333333333333333,0.2962962962962963,0.6035611760749435
M2,q1,random_forest,P-AE42FA6330,2160,20,"1,2,3,4",False,,0.7247899159663865,0.25,0.14,1.6704284507136262
M2,q1,random_forest,P-AF79D1DE3B,2160,20,"1,2,3,4",False,,0.6727960721768771,0.25,0.1,1.8096193226352426
M2,q1,random_forest,P-B561FC8AA0,2160,20,"1,2",False,,0.8725490196078431,0.5,0.4594594594594595,0.43722811596162126
M2,q1,random_forest,P-B687D84AC3,2160,20,1,False,,,1.0,1.0,0.17612034052800446
M2,q1,random_forest,P-BAAF612E97,2160,20,"1,2,3",False,,0.51354347406979,0.3888888888888889,0.3629032258064517,0.8469560605206798
M2,q1,random_forest,P-BABD47FD2A,2140,40,"1,2",False,,0.7857142857142857,0.5,0.4666666666666667,0.4236066144995606
M2,q1,random_forest,P-BD38D55D80,2120,60,1,False,,,0.9666666666666667,0.3276836158192091,0.39989514741173193
M2,q1,random_forest,P-BD4404A67C,2120,60,"1,2,3,4",False,,0.49961945871317404,0.2833333333333333,0.24236874236874237,1.2616626589264577
M2,q1,random_forest,P-C27F41C52B,2120,60,"1,2,4",False,,0.695021178223571,0.3235294117647059,0.23655913978494625,1.081290142757702
M2,q1,random_forest,P-C783B3EE0A,2140,40,"1,3",False,,0.9671052631578947,0.5,0.48717948717948717,0.5042198922811122
M2,q1,random_forest,P-CB0D54D7B6,2160,20,"1,2,3,4",False,,0.7243071471012648,0.25,0.15517241379310345,1.3884428895164294
M2,q1,random_forest,P-CE34173F77,2160,20,"1,2,3",False,,0.7956429535376904,0.3076923076923077,0.25,0.7571197587532891
M2,q1,random_forest,P-D7469723BB,2160,20,"1,2,4",False,,0.7590114379084967,0.3333333333333333,0.25,1.0140258398958877
M2,q1,random_forest,P-ECFB6C2EB9,2160,20,"1,2",False,,0.8157894736842105,0.8947368421052632,0.6078431372549019,0.6283111414203888
M2,q1,random_forest,P-EDDA35F3C7,2160,20,"1,2,3,4",False,,0.6098484848484849,0.25,0.047619047619047616,2.6855448916160243
M2,q1,random_forest,P-EFFF04CC6B,2140,40,"1,2",False,,0.4856770833333333,0.4895833333333333,0.41328731665228646,0.9220952857749113
M2,q1,random_forest,P-F3CCAA8842,2120,60,1,False,,,0.9833333333333333,0.4957983193277311,0.41965687659221956
M2,q1,random_forest,P-FE9CDC44BE,2140,40,"1,2,3",False,,0.5833883997946497,0.375,0.1826012058570198,1.2750673787325133
M2,q2,logistic,P-001F33A876,2120,60,"2,3,4",False,,0.3816787427296037,0.35042735042735046,0.1991869918699187,1.0722939884498643
M2,q2,logistic,P-07BDD08C0C,2120,60,"2,3,4",False,,0.47394865003417636,0.3116883116883117,0.2826086956521739,1.0772322595542707
M2,q2,logistic,P-100AE58C58,2160,20,4,False,,,0.3,0.23076923076923078,0.8480074157689403
M2,q2,logistic,P-11AD0DCE87,2140,40,"2,3",False,,0.641025641025641,0.4230769230769231,0.3013698630136986,0.7688038549849889
M2,q2,logistic,P-12AD0E59EB,2160,20,4,False,,,0.05,0.047619047619047616,1.2097099345386648
M2,q2,logistic,P-18A2FC7D4E,2120,60,"2,3",False,,0.6425,0.3375,0.15604510883818515,1.4489075259172248
M2,q2,logistic,P-1A38BC21DA,2120,60,"3,4",False,,0.33999999999999997,0.3181818181818182,0.3684210526315789,0.8526262125961563
M2,q2,logistic,P-1A815101A0,2140,40,"3,4",False,,0.5232974910394266,0.5089605734767024,0.29292929292929293,0.9133994093115676
M2,q2,logistic,P-1CA9C1E745,2140,40,"2,3,4",False,,0.646618716931217,0.3194444444444444,0.29285714285714287,0.9058725000844021
M2,q2,logistic,P-244F9886F5,2160,20,"3,4",False,,0.46875,0.5625,0.29292929292929293,1.00267943183716
M2,q2,logistic,P-247758AEAC,2140,40,"2,3",False,,0.5171428571428571,0.4,0.2828282828282828,0.927695677621637
M2,q2,logistic,P-326C04EAEB,2160,20,"2,3,4",False,,0.7153829966329965,0.3636363636363636,0.2530864197530864,0.8707298870935773
M2,q2,logistic,P-390B245CCC,2140,40,"2,3,4",False,,0.6290519401953159,0.3776714513556618,0.3579059829059829,1.0582433846621486
M2,q2,logistic,P-39DC795FB0,2120,60,"1,2,3,4",False,,0.5852617350229652,0.2052197802197802,0.13065725908975337,1.45537854826133
M2,q2,logistic,P-3D44F7B564,2160,20,"2,3,4",False,,0.42063492063492064,0.2777777777777778,0.1388888888888889,1.219769973171492
M2,q2,logistic,P-3FD25AB949,2160,20,"2,3,4",False,,0.519160907318802,0.3636363636363636,0.2530864197530864,0.9301204452721594
M2,q2,logistic,P-42CD4FF02E,2160,20,"2,3,4",False,,0.5237325637325637,0.3333333333333333,0.2857142857142857,1.1312696842616385
M2,q2,logistic,P-484A6A61BE,2120,60,"1,2,3,4",False,,0.47559089612753186,0.3055555555555556,0.1985645933014354,1.602546381425054
M2,q2,logistic,P-48B7FC4062,2160,20,"2,3,4",False,,0.5644026733500418,0.3333333333333333,0.13333333333333333,1.0685896140876143
M2,q2,logistic,P-4CEF5A2144,2140,40,"2,3,4",False,,0.4747008547008547,0.32857142857142857,0.2676767676767677,0.9855106043820359
M2,q2,logistic,P-4D14B12359,2120,60,"2,3,4",False,,0.677185960591133,0.5476190476190476,0.31329016342892385,0.8416462538823329
M2,q2,logistic,P-4D43A127BA,2160,20,"2,3,4",False,,0.6944889750772104,0.3952380952380952,0.35555555555555557,0.9814376444690275
M2,q2,logistic,P-541A203CCD,2100,80,4,False,,,0.025,0.024390243902439025,0.9767885284755813
M2,q2,logistic,P-547A3B4455,2160,20,3,False,,,0.9,0.47368421052631576,0.789167946043899
M2,q2,logistic,P-54C61641A8,2140,40,"2,3,4",False,,0.5631867547657021,0.26464646464646463,0.22095238095238093,0.9060196556385154
M2,q2,logistic,P-54FD02BC9C,2140,40,"2,3,4",False,,0.8113731297941825,0.48888888888888893,0.3862068965517242,0.8526346828929745
M2,q2,logistic,P-5E54A83C78,2140,40,"1,2,3,4",False,,0.7477217035837725,0.27045454545454545,0.16509988249118684,1.8720659557248802
M2,q2,logistic,P-67DCF8869F,2160,20,"2,3",False,,0.765625,0.25,0.14035087719298245,1.4033667658822684
M2,q2,logistic,P-77327DFF2A,2160,20,"1,2,3,4",False,,0.6281109926257953,0.25,0.1875,1.5047287134777594
M2,q2,logistic,P-7A6E877C97,2140,40,"2,3,4",False,,0.7038931558286396,0.4435483870967742,0.31732418524871353,0.9405168798934918
M2,q2,logistic,P-7BC40AF359,2160,20,"1,2,3",False,,0.5391865079365079,0.2777777777777778,0.13333333333333333,1.9950261533863376
M2,q2,logistic,P-7E974EA92D,2160,20,"2,3,4",False,,0.26281415343915343,0.25,0.235042735042735,1.0005720963892402
M2,q2,logistic,P-8016036889,2120,60,"1,2,3",False,,0.6037187897954182,0.3066666666666667,0.1402439024390244,1.5528893917143
M2,q2,logistic,P-80904DAF11,2160,20,"2,3,4",False,,0.8029167469956944,0.5634920634920635,0.5444444444444444,0.8120281986178066
M2,q2,logistic,P-826248DDD8,2140,40,"3,4",False,,0.5877742946708464,0.4780564263322884,0.3142857142857143,0.8565434093547994
M2,q2,logistic,P-8405CEC183,2160,20,3,False,,,0.8,0.4444444444444444,0.7706582823963506
M2,q2,logistic,P-8EB079D859,2160,20,"3,4",False,,0.6862745098039216,0.5882352941176471,0.3,0.9390096273824122
M2,q2,logistic,P-8EB2F3E5EB,2140,40,"2,3",False,,0.7673611111111112,0.3611111111111111,0.26666666666666666,0.8615278476128644
M2,q2,logistic,P-90ADD44D40,2160,20,"1,2,3,4",False,,0.5037836673130791,0.25,0.14,2.1299003430128436
M2,q2,logistic,P-942BF8DF1B,2120,60,"1,3,4",False,,0.5835856910790006,0.3153717627401838,0.19729907773386035,1.1108951721683447
M2,q2,logistic,P-95F33174C1,2120,60,"3,4",False,,0.5439377085650724,0.5339265850945495,0.5333333333333333,0.8204468205783271
M2,q2,logistic,P-9EF7F8A151,2160,20,"3,4",False,,0.13157894736842105,0.05263157894736842,0.09090909090909091,1.0106033559943786
M2,q2,logistic,P-AE146C9DF8,2140,40,4,False,,,0.1,0.09090909090909091,0.93665917066422
M2,q2,logistic,P-AE42FA6330,2160,20,"2,3,4",False,,0.4579698444830023,0.19047619047619047,0.12121212121212122,1.6283858151104027
M2,q2,logistic,P-AF79D1DE3B,2160,20,"2,3,4",False,,0.3297443297443297,0.22077922077922077,0.1603864734299517,1.099092176613861
M2,q2,logistic,P-B561FC8AA0,2160,20,"3,4",False,,0.7083333333333334,0.5555555555555556,0.2,1.027779177918833
M2,q2,logistic,P-B687D84AC3,2160,20,"3,4",False,,0.6488095238095238,0.7142857142857143,0.7333333333333334,0.7674620810939686
M2,q2,logistic,P-BAAF612E97,2160,20,"2,3",False,,0.640625,0.375,0.20689655172413793,1.2870932003069904
M2,q2,logistic,P-BABD47FD2A,2140,40,"2,3,4",False,,0.5338407346900428,0.36309523809523814,0.30718954248366015,1.169546924282841
M2,q2,logistic,P-BD38D55D80,2120,60,"2,3,4",False,,0.5821046802559408,0.3183006535947713,0.1750915750915751,1.075742480903306
M2,q2,logistic,P-BD4404A67C,2120,60,"1,2,3,4",False,,0.7291807731290173,0.34770114942528735,0.3181818181818182,1.0392965721868752
M2,q2,logistic,P-C27F41C52B,2120,60,"3,4",False,,0.5750962772785623,0.6148908857509627,0.6148908857509627,0.8267262965111993
M2,q2,logistic,P-C783B3EE0A,2140,40,4,False,,,0.05,0.047619047619047616,1.0639947613601897
M2,q2,logistic,P-CB0D54D7B6,2160,20,"2,3,4",False,,0.7595906432748537,0.46296296296296297,0.4541062801932367,0.9022785953842183
M2,q2,logistic,P-CE34173F77,2160,20,"3,4",False,,0.4296875,0.59375,0.3483709273182957,0.9204336281217177
M2,q2,logistic,P-D7469723BB,2160,20,"2,3,4",False,,0.818419945064682,0.6363636363636364,0.4047619047619048,1.2162006964407621
M2,q2,logistic,P-ECFB6C2EB9,2160,20,"3,4",False,,0.37,0.45,0.3732193732193732,0.97945946643111
M2,q2,logistic,P-EDDA35F3C7,2160,20,"1,2,3",False,,0.5932414369256475,0.26666666666666666,0.08695652173913043,1.8347967922004014
M2,q2,logistic,P-EFFF04CC6B,2140,40,"3,4",False,,0.4583333333333333,0.494047619047619,0.48231233822260566,0.8786124418691514
M2,q2,logistic,P-F3CCAA8842,2120,60,"2,3,4",False,,0.6324202982952257,0.46403242147922996,0.2496947496947497,1.197254327538906
M2,q2,logistic,P-FE9CDC44BE,2140,40,"2,3",False,,0.6666666666666667,0.3783783783783784,0.2745098039215686,0.8328200963560277
M2,q2,random_forest,P-001F33A876,2120,60,"2,3,4",False,,0.6450216667227867,0.32343679712100765,0.2286634460547504,1.0568811871620576
M2,q2,random_forest,P-07BDD08C0C,2120,60,"2,3,4",False,,0.4235616598313967,0.3051948051948052,0.2714285714285714,1.1281949041658583
M2,q2,random_forest,P-100AE58C58,2160,20,4,False,,,0.3,0.23076923076923078,1.0096644278720037
M2,q2,random_forest,P-11AD0DCE87,2140,40,"2,3",False,,0.9487179487179487,0.3974358974358974,0.29523809523809524,0.7540236618627192
M2,q2,random_forest,P-12AD0E59EB,2160,20,4,False,,,0.0,0.0,1.249077257619512
M2,q2,random_forest,P-18A2FC7D4E,2120,60,"2,3",False,,0.63625,0.3,0.12698412698412698,1.5136962857964318
M2,q2,random_forest,P-1A38BC21DA,2120,60,"3,4",False,,0.4054545454545455,0.41818181818181815,0.24571428571428572,1.0428925979213426
M2,q2,random_forest,P-1A815101A0,2140,40,"3,4",False,,0.48566308243727596,0.5089605734767024,0.29292929292929293,0.9875534874598756
M2,q2,random_forest,P-1CA9C1E745,2140,40,"2,3,4",False,,0.6221891534391535,0.36111111111111116,0.2768873403019744,0.970307122950657
M2,q2,random_forest,P-244F9886F5,2160,20,"3,4",False,,0.3828125,0.34375,0.34065934065934067,0.9255831361315112
M2,q2,random_forest,P-247758AEAC,2140,40,"2,3",False,,0.43142857142857144,0.17142857142857143,0.16,1.0647302093514504
M2,q2,random_forest,P-326C04EAEB,2160,20,"2,3,4",False,,0.7845117845117846,0.3522727272727273,0.28190476190476194,0.7776679109676188
M2,q2,random_forest,P-390B245CCC,2140,40,"2,3,4",False,,0.4970721998308205,0.2821371610845295,0.27837609544926617,1.1945905018562477
M2,q2,random_forest,P-39DC795FB0,2120,60,"1,2,3,4",False,,0.5515697458975396,0.23389110889110887,0.1853185035389282,1.372221096707954
M2,q2,random_forest,P-3D44F7B564,2160,20,"2,3,4",False,,0.6378968253968255,0.40277777777777785,0.30952380952380953,1.1848379268009694
M2,q2,random_forest,P-3FD25AB949,2160,20,"2,3,4",False,,0.5122164628743576,0.29924242424242425,0.26916221033868093,0.9641858006792476
M2,q2,random_forest,P-42CD4FF02E,2160,20,"2,3,4",False,,0.48428090428090426,0.25925925925925924,0.1724941724941725,1.1470057484152014
M2,q2,random_forest,P-484A6A61BE,2120,60,"1,2,3,4",False,,0.4951712565231657,0.29365079365079366,0.19412442396313365,1.545039398833051
M2,q2,random_forest,P-48B7FC4062,2160,20,"2,3,4",False,,0.31201336675020885,0.35714285714285715,0.1865942028985507,1.0921339391325515
M2,q2,random_forest,P-4CEF5A2144,2140,40,"2,3,4",False,,0.6418656898656899,0.38952380952380955,0.32196969696969696,1.0111869719302506
M2,q2,random_forest,P-4D14B12359,2120,60,"2,3,4",False,,0.7413793103448275,0.44047619047619047,0.35042735042735046,0.7540117481902866
M2,q2,random_forest,P-4D43A127BA,2160,20,"2,3,4",False,,0.4563865546218487,0.34761904761904766,0.28835978835978837,1.0298648827568249
M2,q2,random_forest,P-541A203CCD,2100,80,4,False,,,0.0625,0.058823529411764705,1.3529597435670335
M2,q2,random_forest,P-547A3B4455,2160,20,3,False,,,0.9,0.47368421052631576,0.6772696978248098
M2,q2,random_forest,P-54C61641A8,2140,40,"2,3,4",False,,0.581147565884408,0.3515151515151515,0.2730015082956259,0.9141801371022522
M2,q2,random_forest,P-54FD02BC9C,2140,40,"2,3,4",False,,0.5605308726361359,0.25858585858585864,0.25396825396825395,0.9053086549420399
M2,q2,random_forest,P-5E54A83C78,2140,40,"1,2,3,4",False,,0.6658916658054588,0.29772727272727273,0.20793114543114544,1.9144662010917508
M2,q2,random_forest,P-67DCF8869F,2160,20,"2,3",False,,0.7135416666666666,0.3333333333333333,0.2222222222222222,1.1572477820900275
M2,q2,random_forest,P-77327DFF2A,2160,20,"1,2,3,4",False,,0.5852936126373627,0.25,0.19090909090909092,1.4930767656841133
M2,q2,random_forest,P-7A6E877C97,2140,40,"2,3,4",False,,0.5156349206349207,0.35752688172043007,0.21711366538952745,1.051619335649189
M2,q2,random_forest,P-7BC40AF359,2160,20,"1,2,3",False,,0.47966269841269843,0.2777777777777778,0.11904761904761904,2.1953490946541847
M2,q2,random_forest,P-7E974EA92D,2160,20,"2,3,4",False,,0.38673941798941797,0.2738095238095238,0.25813692480359146,0.9729880287644948
M2,q2,random_forest,P-8016036889,2120,60,"1,2,3",False,,0.5919368580901149,0.15676767676767678,0.0993212669683258,1.693870731516235
M2,q2,random_forest,P-80904DAF11,2160,20,"2,3,4",False,,0.47666843390527597,0.3849206349206349,0.3695652173913044,0.8840747612378765
M2,q2,random_forest,P-826248DDD8,2140,40,"3,4",False,,0.7006269592476488,0.6896551724137931,0.55,0.8100613426008421
M2,q2,random_forest,P-8405CEC183,2160,20,3,False,,,0.85,0.4594594594594595,0.7436301521061459
M2,q2,random_forest,P-8EB079D859,2160,20,"3,4",False,,0.5686274509803921,0.7352941176470589,0.52,0.9056626456987595
M2,q2,random_forest,P-8EB2F3E5EB,2140,40,"2,3",False,,0.6875,0.3055555555555556,0.24858757062146894,0.9127149380296338
M2,q2,random_forest,P-90ADD44D40,2160,20,"1,2,3,4",False,,0.5834109028226675,0.2619047619047619,0.1875,3.8484039016736595
M2,q2,random_forest,P-942BF8DF1B,2120,60,"1,3,4",False,,0.61965978647513,0.2656641604010025,0.21683673469387754,1.0601985144789823
M2,q2,random_forest,P-95F33174C1,2120,60,"3,4",False,,0.49276974416017794,0.5550611790878754,0.4993581514762516,0.8205839880816708
M2,q2,random_forest,P-9EF7F8A151,2160,20,"3,4",False,,0.02631578947368421,0.05263157894736842,0.09090909090909091,1.0536727089945312
M2,q2,random_forest,P-AE146C9DF8,2140,40,4,False,,,0.15,0.13043478260869565,1.0451589823217158
M2,q2,random_forest,P-AE42FA6330,2160,20,"2,3,4",False,,0.37004570721675983,0.14285714285714285,0.11764705882352942,1.7791682178689734
M2,q2,random_forest,P-AF79D1DE3B,2160,20,"2,3,4",False,,0.3348873348873349,0.3376623376623377,0.3158974358974359,1.079664837399835
M2,q2,random_forest,P-B561FC8AA0,2160,20,"3,4",False,,0.3333333333333333,0.5555555555555556,0.2,1.0618332448863954
M2,q2,random_forest,P-B687D84AC3,2160,20,"3,4",False,,0.6190476190476191,0.5,0.23076923076923078,0.9592168859989032
M2,q2,random_forest,P-BAAF612E97,2160,20,"2,3",False,,0.41145833333333337,0.4583333333333333,0.23655913978494625,1.4132587904056844
M2,q2,random_forest,P-BABD47FD2A,2140,40,"2,3,4",False,,0.6069363238785312,0.5198412698412699,0.4312925170068027,1.1797870194456639
M2,q2,random_forest,P-BD38D55D80,2120,60,"2,3,4",False,,0.610271486994176,0.34598930481283424,0.2561518584774399,1.0914035888616296
M2,q2,random_forest,P-BD4404A67C,2120,60,"1,2,3,4",False,,0.7437889047581661,0.2721674876847291,0.24795081967213115,1.000955033898868
