session_id,block_num,binocular_raw_median,bbox_scale_px,outer_eye_px,inner_canthus_px,rotation_mag,translation_mag
sub-144,2,25.461196586397516,330.5488037109375,132.76492715718447,57.7290588895422,0.1340849137441162,4.989060320684546
sub-146,1,34.308351854296305,319.39309387207027,118.94285898289492,47.26606136132234,0.08231716251454581,5.16902829607867
sub-146,2,34.46272357635428,320.70294799804685,119.00832496236495,47.544344871789555,0.07801722493911416,5.2077897936413535
sub-150,1,38.10722847487391,289.90021362304685,122.58206015796844,52.3589381547399,0.07474483526369954,4.714735134503082
sub-150,2,29.184543111801204,302.3622802734375,125.53968163706014,53.855872660625224,0.0578573430945935,4.65019261213548
sub-153,1,44.52661339289167,278.7693420410156,113.97034370272353,46.95269908240767,0.1368937657789032,5.08309892990382
sub-153,2,41.17320577972531,287.65285034179686,117.52881807403281,48.22882747985741,0.12382365354587214,5.117290517717865
sub-156,1,38.744520989354285,295.3796081542969,127.72446266192213,53.87914657484726,0.0913435765289947,4.817648754139692
sub-156,2,37.33984144466484,274.6600341796875,125.71826681214807,51.920014117499456,0.10427903661919025,4.731771983991224
sub-163,1,32.69237325980653,318.49715423583984,122.6483846340044,51.97315970950544,0.09849465738167601,4.760107630365345
sub-163,2,30.415540907762452,332.0259979248047,127.3640835075585,54.1801751928324,0.0973853098157741,4.763564151696592
sub-164,1,37.36399202078583,264.97584228515626,120.16457930523748,49.3813811262815,0.08423333107894576,4.760016060677759
sub-164,2,36.319660355343714,266.45262451171874,124.03290003829005,52.78872731655159,0.1623981373624217,4.750694624090517
sub-165,1,32.92513974891109,342.1185607910156,134.09274807347427,56.8566720610401,0.022071616939686185,4.865860022266109
sub-165,2,32.814352362079326,335.0356750488281,133.61489275140792,56.219302731484746,0.02259725774443904,4.811455540089405
sub-167,1,39.69512817838012,224.3121826171875,94.75712143579831,38.19451438978382,0.05233113113576743,4.7670556977355725
sub-167,2,37.19429276797669,222.506982421875,93.90975791513247,38.46607946733162,0.06390682330273881,4.783424728714548
sub-168,1,35.093683945985866,273.92557983398433,105.0709847015173,44.87885756535326,0.18403606579719706,5.116321770277635
sub-168,2,34.74076684702407,280.533984375,106.79374186008774,45.80198405469736,0.1441873918496683,5.085994770309692
sub-171,1,39.32025238295756,275.7772521972656,115.52853992206562,47.5082691056476,0.07945107305357355,5.053800968379386
sub-171,2,37.35161972680146,275.4968994140625,115.222872879971,47.41199311279476,0.08890776935359465,5.070399224028046
sub-172,1,39.81136716076644,317.30335693359376,126.71132672196251,53.33682496158251,0.08145755175721245,4.85609487643946
sub-172,2,40.820661475377705,316.00074462890626,125.70190993257656,53.94175497537539,0.068069684210476,4.874781094493076
sub-173,1,39.95902361453358,247.29173583984374,104.98784702279269,42.58643595878855,0.10019862696006351,4.760535554115126
sub-173,2,38.76940115360284,243.58565368652341,103.11152726834723,41.67465114626118,0.10551087304794385,4.742690861334433
sub-174,1,42.46811356776432,240.42775268554686,96.40354755187161,41.12856309451228,0.03151763491299013,4.84154539056411
sub-174,2,37.72370789176673,243.77426147460938,97.62961932916662,41.49589819291646,0.06794040540490465,4.86854377606007
sub-176,1,44.28649332162955,336.25693359375,140.86315682271274,60.91536465901712,0.14715878004163221,4.691283041001175
sub-176,2,39.81752106520649,339.9627685546875,143.29226083411706,61.95653417384393,0.1436171423401202,4.673724898056754
sub-177,1,36.33786072892519,252.29694213867185,105.35030251398132,44.82271103078921,0.14296210877258772,4.917028057889572
sub-177,2,35.59194530547424,254.35812377929688,108.73711242039712,46.18693913999526,0.14657403233909905,4.907209866371377
